Price,Adj Close,Close,High,Low,Open,Volume,Daily Return,SMA20,SMA50,Signal,Strategy Return
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,
Date,,,,,,,,,,,
2020-01-02 00:00:00+00:00,72.79602813720703,75.0875015258789,75.1500015258789,73.79750061035156,74.05999755859375,135480400,,,,0,
2020-01-03 00:00:00+00:00,72.08828735351562,74.35749816894531,75.1449966430664,74.125,74.2874984741211,146322800,-0.00972224449330461,,,0,-0.0
2020-01-06 00:00:00+00:00,72.66271209716797,74.94999694824219,74.98999786376953,73.1875,73.44750213623047,118387200,0.007968350542653546,,,0,0.0
2020-01-07 00:00:00+00:00,72.32096862792969,74.59750366210938,75.2249984741211,74.37000274658203,74.95999908447266,108872000,-0.004703147727011414,,,0,-0.0
2020-01-08 00:00:00+00:00,73.48434448242188,75.79750061035156,76.11000061035156,74.29000091552734,74.29000091552734,132079200,0.016086286958868268,,,0,0.0
2020-01-09 00:00:00+00:00,75.04521942138672,77.40750122070312,77.60749816894531,76.55000305175781,76.80999755859375,170108400,0.021240918048037072,,,0,0.0
2020-01-10 00:00:00+00:00,75.2148666381836,77.5824966430664,78.1675033569336,77.0625,77.6500015258789,140644800,0.002260599917021766,,,0,0.0
2020-01-13 00:00:00+00:00,76.82181549072266,79.23999786376953,79.26750183105469,77.7874984741211,77.91000366210938,121532000,0.021364776996404045,,,0,0.0
2020-01-14 00:00:00+00:00,75.78443908691406,78.16999816894531,79.39250183105469,78.0425033569336,79.17500305175781,161954400,-0.013503669461363721,,,0,-0.0
2020-01-15 00:00:00+00:00,75.45966339111328,77.83499908447266,78.875,77.38749694824219,77.9625015258789,121923600,-0.004285519556703532,,,0,-0.0
2020-01-16 00:00:00+00:00,76.40492248535156,78.80999755859375,78.92500305175781,78.02249908447266,78.39749908447266,108829200,0.012526680503978982,,,0,0.0
2020-01-17 00:00:00+00:00,77.25079345703125,79.68250274658203,79.68499755859375,78.75,79.06749725341797,137816400,0.011070896274279374,,,0,0.0
2020-01-21 00:00:00+00:00,76.7272720336914,79.14250183105469,79.75499725341797,79.0,79.29750061035156,110843200,-0.006776906746350009,,,0,-0.0
2020-01-22 00:00:00+00:00,77.00114440917969,79.42500305175781,79.99749755859375,79.32749938964844,79.6449966430664,101832400,0.003569426727018543,,,0,0.0
2020-01-23 00:00:00+00:00,77.3719711303711,79.80750274658203,79.88999938964844,78.9124984741211,79.4800033569336,104472000,0.004815859868534611,,,0,0.0
2020-01-24 00:00:00+00:00,77.14899444580078,79.57749938964844,80.8324966430664,79.37999725341797,80.0625,146537600,-0.0028818793332097137,,,0,-0.0
2020-01-27 00:00:00+00:00,74.8803939819336,77.23750305175781,77.94249725341797,76.22000122070312,77.51499938964844,161940000,-0.029405444363386213,,,0,-0.0
2020-01-28 00:00:00+00:00,76.99873352050781,79.42250061035156,79.5999984741211,78.04750061035156,78.1500015258789,162234000,0.02828964200008488,,,0,0.0
2020-01-29 00:00:00+00:00,78.6104965209961,81.08499908447266,81.9625015258789,80.34500122070312,81.11250305175781,216229200,0.02093233130982619,,,0,0.0
2020-01-30 00:00:00+00:00,78.49658203125,80.96749877929688,81.02249908447266,79.6875,80.13500213623047,126743200,-0.0014491002447194479,75.62848243713378,,0,-0.0
2020-01-31 00:00:00+00:00,75.01612854003906,77.37750244140625,80.66999816894531,77.07250213623047,80.23249816894531,199588400,-0.04433891771014109,75.73948745727539,,0,-0.0
2020-02-03 00:00:00+00:00,74.81012725830078,77.16500091552734,78.37249755859375,75.55500030517578,76.07499694824219,173788400,-0.0027460932168517083,75.87557945251464,,0,-0.0
2020-02-04 00:00:00+00:00,77.27986907958984,79.7125015258789,79.91000366210938,78.40750122070312,78.82749938964844,136616400,0.03301346905562208,76.10643730163574,,0,0.0
2020-02-05 00:00:00+00:00,77.91004180908203,80.36250305175781,81.19000244140625,79.73750305175781,80.87999725341797,118826800,0.008154422839965925,76.38589096069336,,0,0.0
2020-02-06 00:00:00+00:00,78.82134246826172,81.30249786376953,81.30500030517578,80.06500244140625,80.64250183105469,105425600,0.01169683185914372,76.65274085998536,,0,0.0
2020-02-07 00:00:00+00:00,77.74995422363281,80.00749969482422,80.8499984741211,79.5,80.59249877929688,117684000,-0.013592616048886952,76.78797760009766,,0,-0.0
2020-02-10 00:00:00+00:00,78.11923217773438,80.38749694824219,80.38749694824219,78.4625015258789,78.54499816894531,109348800,0.0047495584761299,76.93319587707519,,0,0.0
2020-02-11 00:00:00+00:00,77.64791870117188,79.90249633789062,80.9749984741211,79.67749786376953,80.9000015258789,94323200,-0.006033257924120128,76.97450103759766,,0,-0.0
2020-02-12 00:00:00+00:00,79.49188232421875,81.80000305175781,81.80500030517578,80.36750030517578,80.36750030517578,113730400,0.023747753370484626,77.1598731994629,,0,0.0
2020-02-13 00:00:00+00:00,78.92581176757812,81.21749877929688,81.55500030517578,80.8375015258789,81.04750061035156,94747600,-0.007121111490753562,77.33318061828614,,0,-0.0
2020-02-14 00:00:00+00:00,78.94524383544922,81.23750305175781,81.49500274658203,80.7125015258789,81.18499755859375,80113600,0.00024620675335351727,77.46019668579102,,0,0.0
2020-02-18 00:00:00+00:00,77.49972534179688,79.75,79.9375,78.65249633789062,78.83999633789062,152531200,-0.018310393678247827,77.4726432800293,,0,-0.0
2020-02-19 00:00:00+00:00,78.62213897705078,80.90499877929688,81.14250183105469,80.0,80.0,93984000,0.014482807910656925,77.56738662719727,,0,0.0
2020-02-20 00:00:00+00:00,77.81555938720703,80.07499694824219,81.1624984741211,79.55249786376953,80.65750122070312,100566000,-0.010258937245133826,77.60810737609863,,0,-0.0
2020-02-21 00:00:00+00:00,76.05418395996094,78.26249694824219,80.11250305175781,77.625,79.65499877929688,129554000,-0.022635260108862854,77.54221801757812,,0,-0.0
2020-02-24 00:00:00+00:00,72.44158935546875,74.54499816894531,76.04499816894531,72.30750274658203,74.31500244140625,222195200,-0.047500274362210715,77.30684776306153,,0,-0.0
2020-02-25 00:00:00+00:00,69.98783874511719,72.0199966430664,75.63249969482422,71.53250122070312,75.23750305175781,230673600,-0.03387212555913266,77.06222000122071,,0,-0.0
2020-02-26 00:00:00+00:00,71.09809875488281,73.1624984741211,74.47000122070312,71.625,71.63249969482422,198054800,0.01586361330300523,76.76718826293946,,0,0.0
2020-02-27 00:00:00+00:00,66.45054626464844,68.37999725341797,71.5,68.23999786376953,70.2750015258789,320605600,-0.06536816837053883,76.15919075012206,,0,-0.0
2020-02-28 00:00:00+00:00,66.41167449951172,68.33999633789062,69.60250091552734,64.09249877929688,64.31500244140625,426510000,-0.0005849728455490366,75.55494537353516,,0,-0.0
2020-03-02 00:00:00+00:00,72.5946273803711,74.70249938964844,75.36000061035156,69.43000030517578,70.56999969482422,341397200,0.09310039127088765,75.43387031555176,,0,0.0
2020-03-03 00:00:00+00:00,70.28910064697266,72.33000183105469,76.0,71.44999694824219,75.9175033569336,319475600,-0.031758916831658435,75.20781898498535,,0,-0.0
2020-03-04 00:00:00+00:00,73.54942321777344,75.68499755859375,75.8499984741211,73.28250122070312,74.11000061035156,219178400,0.046384468442351556,75.02129669189453,,0,0.0
2020-03-05 00:00:00+00:00,71.16368865966797,73.2300033569336,74.88749694824219,72.85250091552734,73.87999725341797,187572800,-0.032437162029694155,74.68397903442383,,0,-0.0
2020-03-06 00:00:00+00:00,70.2186279296875,72.25749969482422,72.70500183105469,70.30750274658203,70.5,226176800,-0.013280097586005013,74.25384330749512,,0,-0.0
2020-03-09 00:00:00+00:00,64.66490173339844,66.5425033569336,69.52249908447266,65.75,65.9375,286744800,-0.07909192133247334,73.5995906829834,,0,-0.0
2020-03-10 00:00:00+00:00,69.3221664428711,71.33499908447266,71.61000061035156,67.34249877929688,69.28500366210938,285290000,0.0720215230307426,73.15973739624023,,0,0.0
2020-03-11 00:00:00+00:00,66.91456604003906,68.85749816894531,70.30500030517578,67.96499633789062,69.34750366210938,255598800,-0.03473059955239788,72.6230697631836,,0,-0.0
2020-03-12 00:00:00+00:00,60.30644607543945,62.057498931884766,67.5,62.0,63.98500061035156,418474000,-0.09875458148597371,71.66379795074462,,0,-0.0
2020-03-13 00:00:00+00:00,67.53166961669922,69.49250030517578,69.9800033569336,63.23749923706055,66.22250366210938,370732000,0.11980847838755881,71.09409084320069,74.20447547912597,0,0.0
2020-03-16 00:00:00+00:00,58.84391403198242,60.5525016784668,64.7699966430664,60.0,60.48749923706055,322423600,-0.12864713154624108,70.08902435302734,73.92543319702149,0,-0.0
2020-03-17 00:00:00+00:00,61.4312858581543,63.21500015258789,64.40249633789062,59.599998474121094,61.877498626708984,324056000,0.043970083716144526,69.28560237884521,73.71229316711425,0,0.0
2020-03-18 00:00:00+00:00,59.92745590209961,61.66749954223633,62.5,59.279998779296875,59.942501068115234,300233600,-0.024479871046929613,68.35086822509766,73.4575880432129,0,-0.0
2020-03-19 00:00:00+00:00,59.46827697753906,61.19499969482422,63.209999084472656,60.65250015258789,61.84749984741211,271857200,-0.007662246255050187,67.43350410461426,73.20053421020508,0,-0.0
2020-03-20 00:00:00+00:00,55.69290542602539,57.310001373291016,62.95750045776367,57.0,61.79499816894531,401693200,-0.06348547063066268,66.41544017791747,72.84470542907715,0,-0.0
2020-03-23 00:00:00+00:00,54.5097541809082,56.092498779296875,57.125,53.15250015258789,57.02000045776367,336752800,-0.02124420042493058,65.51884841918945,72.43399612426758,0,-0.0
2020-03-24 00:00:00+00:00,59.97846984863281,61.720001220703125,61.92250061035156,58.57500076293945,59.09000015258789,287531200,0.10032545091975487,65.01837997436523,72.12926818847656,0,0.0
2020-03-25 00:00:00+00:00,59.64806365966797,61.380001068115234,64.5625,61.07500076293945,62.6875,303602000,-0.00550874655186584,64.4458782196045,71.78579315185547,0,-0.0
2020-03-26 00:00:00+00:00,62.786922454833984,64.61000061035156,64.66999816894531,61.59000015258789,61.630001068115234,252087200,0.05262297889626888,64.26269702911377,71.52584281921386,0,0.0
2020-03-27 00:00:00+00:00,60.18740463256836,61.935001373291016,63.967498779296875,61.76250076293945,63.1875,204216800,-0.0414022175419666,63.9514835357666,71.22039764404298,0,-0.0
2020-03-30 00:00:00+00:00,61.90503692626953,63.70249938964844,63.880001068115234,62.349998474121094,62.685001373291016,167976400,0.028538068790089355,63.41700401306152,70.93039993286133,0,0.0
2020-03-31 00:00:00+00:00,61.7786979675293,63.5724983215332,65.62249755859375,63.0,63.900001525878906,197002000,-0.0020408510359295473,62.99148387908936,70.6209580230713,0,-0.0
2020-04-01 00:00:00+00:00,58.52808380126953,60.227500915527344,62.18000030517578,59.782501220703125,61.625,176218400,-0.052617071469655774,62.24041690826416,70.25697425842286,0,-0.0
2020-04-02 00:00:00+00:00,59.504730224609375,61.23249816894531,61.287498474121094,59.224998474121094,60.084999084472656,165934000,0.01668679990713562,61.65746898651123,69.90704597473145,0,0.0
2020-04-03 00:00:00+00:00,58.64955520629883,60.352500915527344,61.42499923706055,59.74250030517578,60.70000076293945,129880000,-0.014371546851528638,61.0790153503418,69.53259765625,0,-0.0
2020-04-06 00:00:00+00:00,63.7659912109375,65.61750030517578,65.77749633789062,62.345001220703125,62.724998474121094,201820400,0.08723742211925889,61.03406982421875,69.26493759155274,0,0.0
2020-04-07 00:00:00+00:00,63.027435302734375,64.85749816894531,67.92500305175781,64.75,67.69999694824219,202887200,-0.011582285387205626,60.719333267211915,69.02787841796875,0,-0.0
2020-04-08 00:00:00+00:00,64.64060974121094,66.51750183105469,66.84249877929688,65.30750274658203,65.68499755859375,168895200,0.02559479742001458,60.605635452270505,68.78071594238281,0,0.0
2020-04-09 00:00:00+00:00,65.10704803466797,66.99749755859375,67.51750183105469,66.17500305175781,67.17500305175781,161834800,0.0072158708793810256,60.845665550231935,68.51064697265625,0,0.0
2020-04-13 00:00:00+00:00,66.38494873046875,68.3125,68.42500305175781,66.4574966430664,67.07749938964844,131022800,0.019627686009052736,60.78832950592041,68.26841430664062,0,0.0
2020-04-14 00:00:00+00:00,69.73759460449219,71.76249694824219,72.0625,69.51249694824219,70.0,194994800,0.05050310255771384,61.3330135345459,68.16284362792969,0,0.0
2020-04-15 00:00:00+00:00,69.10106658935547,71.10749816894531,71.5824966430664,70.15750122070312,70.5999984741211,131154400,-0.009127473047309764,61.716502571105956,68.04866241455078,0,-0.0
2020-04-16 00:00:00+00:00,69.65015411376953,71.67250061035156,72.05000305175781,70.5875015258789,71.84500122070312,157125200,0.007946151217565145,62.20263748168945,67.89606811523437,0,0.0
2020-04-17 00:00:00+00:00,68.70509338378906,70.69999694824219,71.73750305175781,69.21499633789062,71.17250061035156,215250000,-0.013568681103515834,62.66447830200195,67.71196914672852,0,-0.0
2020-04-20 00:00:00+00:00,67.27900695800781,69.23249816894531,70.41999816894531,69.2125015258789,69.48750305175781,130015200,-0.02075663325010102,63.24378337860107,67.48112243652344,0,-0.0
2020-04-21 00:00:00+00:00,65.19937133789062,67.09249877929688,69.3125,66.35749816894531,69.06999969482422,180991600,-0.030910617057935963,63.7782642364502,67.2301107788086,0,-0.0
2020-04-22 00:00:00+00:00,67.07734680175781,69.0250015258789,69.4749984741211,68.05000305175781,68.40249633789062,116862400,0.028803582386319748,64.13320808410644,67.00927307128906,0,0.0
2020-04-23 00:00:00+00:00,66.81739807128906,68.75749969482422,70.4375,68.71749877929688,68.96749877929688,124814400,-0.003875357969017612,64.4916748046875,66.79266265869141,0,-0.0
2020-04-24 00:00:00+00:00,68.74639129638672,70.74250030517578,70.75250244140625,69.25,69.30000305175781,126161200,0.02886962498958079,64.78964824676514,66.57775283813477,0,0.0
2020-04-27 00:00:00+00:00,68.79499053955078,70.7925033569336,71.13500213623047,69.98750305175781,70.44999694824219,117087600,0.0007069351895800935,65.22002754211425,66.37513641357423,0,0.0
2020-04-28 00:00:00+00:00,67.67985534667969,69.6449966430664,71.4574966430664,69.55000305175781,71.2699966430664,112004800,-0.016209540609355755,65.50876846313477,66.14982864379883,0,-0.0
2020-04-29 00:00:00+00:00,69.9028091430664,71.93250274658203,72.4175033569336,70.97250366210938,71.18250274658203,137280800,0.03284513220366647,65.91497402191162,65.99789031982422,0,0.0
2020-04-30 00:00:00+00:00,71.37748718261719,73.44999694824219,73.63249969482422,72.0875015258789,72.48999786376953,183064000,0.021096119850242845,66.557444190979,65.85299728393555,1,0.0
2020-05-01 00:00:00+00:00,70.22836303710938,72.26750183105469,74.75,71.4625015258789,71.5625,240616800,-0.016099251891115385,67.093625831604,65.70125335693359,1,-0.016099251891115385
2020-05-04 00:00:00+00:00,71.22201538085938,73.29000091552734,73.42250061035156,71.58000183105469,72.2925033569336,133568000,0.014148875194840427,67.72224884033203,65.60460998535156,1,0.014148875194840427
2020-05-05 00:00:00+00:00,72.29096221923828,74.38999938964844,75.25,73.61499786376953,73.76499938964844,147751200,0.015008657543074566,68.14849739074707,65.60159744262695,1,0.015008657543074566
2020-05-06 00:00:00+00:00,73.03680419921875,75.15750122070312,75.80999755859375,74.71749877929688,75.11499786376953,142333600,0.01031722302600624,68.64896583557129,65.66257675170898,1,0.01031722302600624
2020-05-07 00:00:00+00:00,73.7923812866211,75.93499755859375,76.2925033569336,75.49250030517578,75.80500030517578,115215200,0.01034515537319236,69.1065544128418,65.71646240234375,1,0.01034515537319236
2020-05-08 00:00:00+00:00,75.54875946044922,77.53250122070312,77.5875015258789,76.07250213623047,76.41000366210938,133838400,0.023801619397618934,69.62863998413086,65.89842666625977,1,0.023801619397618934
2020-05-11 00:00:00+00:00,76.73754119873047,78.75250244140625,79.26249694824219,76.80999755859375,77.0250015258789,145946400,0.015735291310820188,70.14626960754394,66.10494400024415,1,0.015735291310820188
2020-05-12 00:00:00+00:00,75.86054992675781,77.85250091552734,79.92250061035156,77.72750091552734,79.4574966430664,162301200,-0.01142845155412886,70.45241737365723,66.17026245117188,1,-0.01142845155412886
2020-05-13 00:00:00+00:00,74.9446029663086,76.9124984741211,78.98750305175781,75.80249786376953,78.0374984741211,200622400,-0.012074088064660149,70.74459419250488,66.26337249755859,1,-0.012074088064660149
